feature_id	mz	rtime
Cluster_0702	542.3253315	2.617543023
Cluster_0703	542.5152622	17.94905842
Cluster_0704	542.5512829	18.27023108
Cluster_0705	542.5511946	18.36454315
Cluster_0706	544.3646398	1.802643289
Cluster_0707	544.341181	2.881405105
Cluster_0708	544.3408044	3.119113836
Cluster_0709	544.4944468	17.54095632
Cluster_0710	545.2033467	11.57163171
Cluster_0711	545.5055757	12.15366271
Cluster_0712	546.3572601	3.860002997
Cluster_0713	546.398094	4.028742212
Cluster_0714	547.4000058	15.8184441
Cluster_0715	547.492991	18.47496994
Cluster_0716	547.5208641	13.05911985
Cluster_0717	548.5036807	18.176697
Cluster_0718	550.1615822	2.534678355
Cluster_0719	551.5015692	22.31507483
Cluster_0720	551.5042362	18.3492357
Cluster_0721	553.4609527	18.17814369
Cluster_0722	553.5559378	18.92483366
Cluster_0723	553.5556919	19.06899257
Cluster_0724	556.5309101	17.53513052
Cluster_0725	558.509614	17.21795297
Cluster_0726	558.5103883	17.49470335
Cluster_0727	558.5097517	18.16116131
Cluster_0728	569.4346557	18.17675973
Cluster_0729	569.5252736	18.34851051
Cluster_0730	570.5475338	18.77280092
Cluster_0731	572.5254474	18.42938687
Cluster_0732	574.1547542	6.107580723
Cluster_0733	575.5015781	21.93190146
Cluster_0734	576.4657156	14.40526231
Cluster_0735	576.533819	18.17701317
Cluster_0736	577.1930803	2.532678192
Cluster_0737	577.5169767	22.21467975
Cluster_0738	579.5347692	19.09759124
Cluster_0739	579.5318384	22.67487168
Cluster_0740	581.6101375	19.30048372
Cluster_0741	584.5256838	17.52287976
Cluster_0742	586.5399364	18.15992585
Cluster_0743	586.5404114	18.3535212
Cluster_0744	586.5392705	17.49701765
Cluster_0745	589.5177041	22.02241145
Cluster_0746	590.4273435	3.936436204
Cluster_0747	590.5491924	18.17643205
Cluster_0748	591.4968807	18.35377653
Cluster_0749	591.53219	22.23684249
Cluster_0750	594.5827176	19.31969483
Cluster_0751	595.529121	21.58487558
Cluster_0752	595.5286348	21.96804353
Cluster_0753	595.6026167	20.53120843
Cluster_0754	597.5540322	19.08957527
Cluster_0755	598.5410242	17.75631223
Cluster_0756	599.3916729	1.175444896
Cluster_0757	600.5559284	18.42994361
Cluster_0758	603.5331472	22.1011969
Cluster_0759	603.5339316	22.22305545
Cluster_0760	603.5325288	22.37941901
Cluster_0761	604.5668695	18.17448158
Cluster_0762	607.3937987	16.72875778
Cluster_0763	607.3920748	16.86243333
Cluster_0764	607.5673257	19.7597411
Cluster_0765	608.5984012	18.90167961
Cluster_0766	610.1867636	16.70982677
Cluster_0767	610.1860087	16.88674058
Cluster_0768	610.5412378	17.86137351
Cluster_0769	610.5415706	17.49585055
Cluster_0770	610.5412378	17.86137351
Cluster_0771	610.5777518	18.15689748
Cluster_0772	612.2645253	9.050500943
Cluster_0773	613.5414199	15.80907068
Cluster_0774	613.5411652	17.8057765
Cluster_0775	614.2629455	9.049960552
Cluster_0776	614.5712386	19.10031161
Cluster_0777	614.5702319	18.35523303
Cluster_0778	616.5891337	15.84503191
Cluster_0779	617.5476627	22.38942271
Cluster_0780	618.5101901	16.04081838
Cluster_0781	619.5282335	19.10209409
Cluster_0782	622.5415286	17.39829091
Cluster_0783	622.6136141	19.24394952
Cluster_0784	623.3695494	17.88592203
Cluster_0785	623.5596445	21.9703703
Cluster_0786	623.5594152	22.32544977
Cluster_0787	623.6083707	21.5463637
Cluster_0788	624.2378147	17.89916719
Cluster_0789	624.5566945	17.91993416
Cluster_0790	624.5575283	18.07861634
Cluster_0791	624.5922458	18.54898422
Cluster_0792	624.6723971	19.95093227
Cluster_0793	628.1960563	9.668415267
Cluster_0794	628.5874388	18.35485246
Cluster_0795	630.567936	15.80979967
Cluster_0796	630.5679164	16.01408262
Cluster_0797	630.5678075	17.80717664
Cluster_0798	631.4949216	18.0887375
Cluster_0799	632.5259194	16.75692561
Cluster_0800	634.2567872	2.523443376
Cluster_0801	634.4535615	3.844247258
Cluster_0802	635.5234151	16.01304155
Cluster_0803	635.5232079	17.80245841
Cluster_0804	636.2540141	2.52295772
Cluster_0805	636.5573196	17.63190213
Cluster_0806	637.6469967	21.31119492
Cluster_0807	638.2522507	2.519646606
Cluster_0808	638.5923809	18.30543754
Cluster_0809	638.5724367	18.48682373
Cluster_0810	638.5722163	18.64757028
Cluster_0811	638.6095403	18.90595064
Cluster_0812	638.6546913	19.09121697
Cluster_0813	638.693471	19.95163345
Cluster_0814	642.6002934	18.35164272
Cluster_0815	642.601149	19.09977224
Cluster_0816	642.6034269	19.76248236
Cluster_0817	644.5253117	16.45968045
Cluster_0818	644.6180558	15.84811977
Cluster_0819	644.5468058	16.00414617
Cluster_0820	644.5824049	18.05254713
Cluster_0821	646.5397668	16.04127042
Cluster_0822	646.5418474	17.08149893
Cluster_0823	646.5416235	17.2540682
Cluster_0824	646.5757332	18.53526649
Cluster_0825	647.4586358	19.27475329
Cluster_0826	647.4599493	19.51709544
Cluster_0827	647.5570673	19.76312587
Cluster_0828	648.4493161	16.71856814
Cluster_0829	648.5567275	17.48138399
Cluster_0830	650.5724133	18.22174694
Cluster_0831	651.49725	17.08288838
Cluster_0832	651.590563	22.32406164
Cluster_0833	651.589773	22.65280844
Cluster_0834	652.5853578	18.07772377
Cluster_0835	652.5899545	18.82638846
Cluster_0836	652.6307263	19.09859144
Cluster_0837	652.6236286	19.24670134
Cluster_0838	654.6139838	18.15861687
Cluster_0839	656.5835966	19.49627628
Cluster_0840	656.5819126	18.7784977
Cluster_0841	656.6180232	19.09969113
Cluster_0842	658.5238629	14.26781769
Cluster_0843	658.545026	16.74072454
Cluster_0844	658.5993579	17.01657965
Cluster_0845	658.5969978	15.81041594
Cluster_0846	658.5962515	16.014536
Cluster_0847	658.5981103	18.58899869
Cluster_0848	658.597281	17.80147971
Cluster_0849	660.5571234	17.16750634
Cluster_0850	660.5569603	17.40193661
Cluster_0851	660.5570104	17.69450306
Cluster_0852	662.5730102	17.80213009
Cluster_0853	663.4774263	16.72003668
Cluster_0854	663.4551887	16.86744934
Cluster_0855	663.4552158	17.18539054
Cluster_0856	663.4545671	17.27202717
Cluster_0857	663.4559553	17.43527455
Cluster_0858	663.4540463	17.5948685
Cluster_0859	663.4543662	17.81590114
Cluster_0860	663.4560841	17.93878235
Cluster_0861	663.455973	18.15321253
Cluster_0862	663.4549436	18.28817638
Cluster_0863	663.4532724	19.87441479
Cluster_0864	663.4546074	20.02385587
Cluster_0865	663.4549865	20.27841108
Cluster_0866	663.4545373	20.48016726
Cluster_0867	663.4552912	20.75137541
Cluster_0868	663.4551704	20.86886526
Cluster_0869	663.4534025	20.99223341
Cluster_0870	663.4529518	21.12600692
Cluster_0871	663.4522692	21.34064375
Cluster_0872	663.4531383	21.45387162
Cluster_0873	663.4525969	21.6703974
Cluster_0874	663.4515833	21.76467523
Cluster_0875	663.4525283	21.90088159
Cluster_0876	663.4531001	22.15867375
Cluster_0877	663.4510102	22.32427462
Cluster_0878	663.4509945	22.59475613
Cluster_0879	663.4499162	22.73178809
Cluster_0880	663.4491528	22.92053149
Cluster_0881	663.4522606	23.08644565
Cluster_0882	663.4500808	23.14727161
Cluster_0883	663.4479593	23.21684131
Cluster_0884	663.4508424	23.33888089
Cluster_0885	663.451716	24.03754665
Cluster_0886	663.4516414	24.18185645
Cluster_0887	663.4536771	19.24905001
Cluster_0888	663.4557967	19.40120576
Cluster_0889	663.453981	19.50884927
Cluster_0890	663.5509546	18.58988861
Cluster_0891	664.4933201	15.64751743
Cluster_0892	664.5874654	18.36412155
Cluster_0893	665.5220426	17.68573117
Cluster_0894	666.6022701	18.26343018
Cluster_0895	666.6022525	18.36741761
Cluster_0896	666.6037904	14.69077647
Cluster_0897	666.6405103	19.42243278
Cluster_0898	666.6403454	19.56165128
Cluster_0899	667.6913187	19.08730859
Cluster_0900	668.6202211	15.45298932
Cluster_0901	668.6195108	15.59674157
Cluster_0902	668.6198119	15.72620711
Cluster_0903	668.6776424	21.56659193
Cluster_0904	669.6035855	19.2719422
Cluster_0905	670.6316055	19.76125595
Cluster_0906	672.553157	16.45868092
Cluster_0907	672.5575497	17.4159556
Cluster_0908	672.5776605	17.00543468
Cluster_0909	672.5580927	17.20323159
Cluster_0910	674.5706617	17.08304278
Cluster_0911	674.5736285	17.25576025
Cluster_0912	674.5723225	18.10147324
Cluster_0913	675.5315353	18.19913413
Cluster_0914	676.5309612	17.82906217
Cluster_0915	677.5338857	17.00512394
Cluster_0916	677.5539374	18.10878379
Cluster_0917	678.4796951	3.796158745
Cluster_0918	678.510539	14.69367343
Cluster_0919	678.508343	16.0396436
Cluster_0920	678.5081087	16.23446713
Cluster_0921	678.6771499	20.58888349
Cluster_0922	679.4305546	17.88934498
Cluster_0923	679.5029461	18.58989511
Cluster_0924	680.4805392	16.71354124
Cluster_0925	680.4802477	16.86821832
Cluster_0926	680.4818222	17.16744872
Cluster_0927	680.4819015	17.5963808
Cluster_0928	680.4748806	18.15611593
Cluster_0929	680.4778135	18.34869087
Cluster_0930	680.4733753	18.50046916
Cluster_0931	680.4811547	18.75242724
Cluster_0932	680.4826377	18.89947646
Cluster_0933	680.4822969	19.08429014
Cluster_0934	680.4828435	19.2456179
Cluster_0935	680.482635	19.50254598
Cluster_0936	680.4804565	19.57376302
Cluster_0937	680.479682	19.78400938
Cluster_0938	680.4814414	19.86849686
Cluster_0939	680.4843118	20.00431387
Cluster_0940	680.4822304	20.26903748
Cluster_0941	680.4812263	20.47829386
Cluster_0942	680.4824796	20.65346787
Cluster_0943	680.4792499	20.8258991
Cluster_0944	680.4787982	20.97699783
Cluster_0945	680.4804617	21.11172511
Cluster_0946	680.4772448	21.28030234
Cluster_0947	680.4828402	21.35456901
Cluster_0948	680.4828517	21.42753863
Cluster_0949	680.4786212	21.52079409
Cluster_0950	680.4790283	21.67170785
Cluster_0951	680.4811674	21.77173553
Cluster_0952	680.4799829	21.92298186
Cluster_0953	680.4794561	22.02256928
Cluster_0954	680.4783711	22.15475678
Cluster_0955	680.4784859	22.26847778
Cluster_0956	680.477647	22.4042024
Cluster_0957	680.479205	22.57669211
Cluster_0958	680.4776619	22.75719035
Cluster_0959	680.47648	22.89254109
Cluster_0960	680.4775023	23.08675723
Cluster_0961	680.4765357	23.16763899
Cluster_0962	680.4774889	23.32426454
Cluster_0963	680.4769844	23.46286612
Cluster_0964	680.4788145	23.58092213
Cluster_0965	680.4776686	23.80299707
Cluster_0966	680.475594	24.20121108
Cluster_0967	680.4796271	24.25948233
Cluster_0968	680.4800642	24.93175981
Cluster_0969	680.5262055	15.28508356
Cluster_0970	680.5260009	15.55440481
Cluster_0971	680.6558844	19.85730743
Cluster_0972	681.4849821	17.42600858
Cluster_0973	681.4860201	17.6952037
Cluster_0974	682.5420681	16.12176185
Cluster_0975	683.4662645	14.69365061
Cluster_0976	684.2045918	17.58308177
Cluster_0977	684.3187931	12.82260425
Cluster_0978	684.3190349	13.03810011
Cluster_0979	684.5545825	15.88722066
Cluster_0980	684.6497476	19.76021092
Cluster_0981	685.4376268	16.71398725
Cluster_0982	685.4375415	16.86650786
Cluster_0983	685.4816517	15.28209666
Cluster_0984	686.2034634	17.58034009
Cluster_0985	686.5727509	16.73804307
Cluster_0986	686.6273181	17.01778578
Cluster_0987	686.627856	18.58877848
Cluster_0988	686.6302093	19.27385907
Cluster_0989	686.6300966	16.00963494
Cluster_0990	687.4973014	16.11816924
Cluster_0991	688.4931392	14.53664305
Cluster_0992	688.524519	16.59507628
Cluster_0993	688.5849245	17.16330039
Cluster_0994	688.5844034	17.69173154
Cluster_0995	690.5083493	15.72110484
Cluster_0996	690.5083576	15.9076819
Cluster_0997	690.5437431	17.5608587
Cluster_0998	691.5856541	19.27365054
Cluster_0999	692.5239946	16.3937452
Cluster_1000	692.5234413	16.74785847
Cluster_1001	694.6347026	15.76597769
Cluster_1002	694.6687822	21.80060798
Cluster_1003	694.6714888	20.91783854
Cluster_1004	696.4579882	17.88793955
Cluster_1005	696.6514252	16.58331721
Cluster_1006	696.6511793	16.67160167
Cluster_1007	698.2563887	18.56155358
Cluster_1008	698.645418	19.36787743
Cluster_1009	699.4401708	14.69175871
Cluster_1010	700.5845843	17.41801165
Cluster_1011	700.6094246	17.84527901
Cluster_1012	700.6067939	17.00657177
Cluster_1013	702.2156289	11.01573514
Cluster_1014	702.2153935	11.40231251
Cluster_1015	702.5083028	15.36126658
Cluster_1016	702.5431958	17.28029556
Cluster_1017	703.51615	18.02321862
Cluster_1018	704.5238667	16.02243431
Cluster_1019	704.5231957	16.2043269
Cluster_1020	704.5240476	16.28610112
Cluster_1021	704.5240302	16.45435458
Cluster_1022	704.5599379	17.41860107
Cluster_1023	705.6882874	20.5937483
Cluster_1024	706.5389115	14.69042144
Cluster_1025	706.5394589	14.89714564
Cluster_1026	706.5394369	17.05495277
Cluster_1027	706.5677814	17.83221
Cluster_1028	707.4891608	22.73983435
Cluster_1029	707.4906173	18.85375181
Cluster_1030	707.4881275	21.92502402
Cluster_1031	707.4925258	22.03329792
Cluster_1032	708.5099791	16.69712272
Cluster_1033	708.5101186	16.87582929
Cluster_1034	708.5106095	17.30902598
Cluster_1035	708.5097951	17.50861324
Cluster_1036	708.5106042	17.7884015
Cluster_1037	708.51139	17.98098677
Cluster_1038	708.5108372	18.12373128
Cluster_1039	708.509615	18.25437505
Cluster_1040	708.5104642	18.4129859
Cluster_1041	708.5075534	18.6576279
Cluster_1042	708.5104594	18.75943409
Cluster_1043	708.5079856	18.97046806
Cluster_1044	708.5089831	19.03276329
Cluster_1045	708.509933	19.16540306
Cluster_1046	708.5098729	19.33501558
Cluster_1047	708.5094971	19.44019027
Cluster_1048	708.5091929	19.51614118
Cluster_1049	708.5078467	19.67810913
Cluster_1050	708.5096898	19.7704191
Cluster_1051	708.5089225	19.87179633
Cluster_1052	708.5532214	15.28331833
Cluster_1053	708.554523	15.55466791
Cluster_1054	708.6854128	21.90943399
Cluster_1055	708.6866266	21.29638534
Cluster_1056	710.569908	16.11887063
Cluster_1057	712.6453516	20.52208447
Cluster_1058	713.4237002	1.307506467
Cluster_1059	714.5744912	17.00242112
Cluster_1060	714.6410212	19.73990435
Cluster_1061	714.6594253	19.27129386
Cluster_1062	716.5240456	15.70777412
Cluster_1063	716.5241546	15.92864357
Cluster_1064	716.5238399	16.14469235
Cluster_1065	716.5601683	17.15900605
Cluster_1066	716.5595129	17.67585173
Cluster_1067	716.560599	17.8725126
Cluster_1068	717.3873452	17.89215698
Cluster_1069	718.5392109	16.57243175
Cluster_1070	718.5389407	16.73738638
Cluster_1071	718.539546	16.95184144
Cluster_1072	718.5393525	14.54093383
Cluster_1073	718.5395584	14.94986285
Cluster_1074	718.5751276	17.81814356
Cluster_1075	718.5757247	18.00721977
Cluster_1076	718.575381	18.35354968
Cluster_1077	720.5539067	14.68979041
Cluster_1078	720.5549833	17.33312694
Cluster_1079	720.5544552	15.72908925
Cluster_1080	720.5546072	17.49777252
Cluster_1081	720.5905614	18.46770144
Cluster_1082	721.6836986	20.92078421
Cluster_1083	722.5255546	16.70146261
Cluster_1084	722.5250285	16.87375905
Cluster_1085	724.4869769	17.88948843
Cluster_1086	724.7169923	21.93410395
Cluster_1087	726.5313223	16.46366619
Cluster_1088	727.5670654	19.01875848
Cluster_1089	728.524082	15.57347409
Cluster_1090	728.5601698	16.61922998
Cluster_1091	728.6229336	16.98901887
Cluster_1092	728.5609405	17.20757079
Cluster_1093	728.5599676	17.43986839
Cluster_1094	728.6376161	17.83877033
Cluster_1095	728.5601698	16.61922998
Cluster_1096	730.5385152	16.27172177
Cluster_1097	730.5390591	16.45203212
Cluster_1098	730.5399773	14.34617774
Cluster_1099	730.573589	18.07504794
Cluster_1100	730.5749636	17.59230494
Cluster_1101	730.5761565	17.31915271
Cluster_1102	732.5538088	17.02066964
Cluster_1103	732.5549832	17.20214561
Cluster_1104	732.5554598	17.38795761
Cluster_1105	732.5541322	15.37831278
Cluster_1106	732.5538706	15.1495514
Cluster_1107	732.5516979	18.66197535
Cluster_1108	732.591211	18.20597507
Cluster_1109	732.5902647	18.37901089
Cluster_1110	734.5710834	16.11358168
Cluster_1111	734.5696894	17.89514459
Cluster_1112	734.5878657	20.58406711
Cluster_1113	736.5306399	16.05170935
Cluster_1114	736.54415	16.69674087
Cluster_1115	736.5431231	16.87565929
Cluster_1116	736.5445562	17.18317395
Cluster_1117	736.5446509	17.27964195
Cluster_1118	736.5439328	17.43932234
Cluster_1119	736.5442488	17.54037915
Cluster_1120	736.5450663	17.6601222
Cluster_1121	736.5443625	18.113447
Cluster_1122	736.5447039	18.36018248
Cluster_1123	736.5434645	18.58561689
Cluster_1124	736.5435092	18.68839895
Cluster_1125	736.5429213	18.9071389
Cluster_1126	736.5422492	19.09114591
Cluster_1127	736.5435809	20.40912333
Cluster_1128	736.5436936	20.47651471
Cluster_1129	736.54487	20.88340571
Cluster_1130	736.5436639	21.06092556
Cluster_1131	736.543109	21.15106126
Cluster_1132	736.5406048	21.33438927
Cluster_1133	736.5416868	21.63182396
Cluster_1134	736.5430411	21.76278539
Cluster_1135	736.5421871	21.91531531
Cluster_1136	736.5401236	22.41863511
Cluster_1137	736.5402883	22.58998908
Cluster_1138	736.5383928	22.73993456
Cluster_1139	736.5382773	23.10236346
Cluster_1140	736.5345604	23.23566008
Cluster_1141	736.5377489	23.44170579
Cluster_1142	736.5404688	23.50631174
Cluster_1143	736.5438718	19.26753084
Cluster_1144	736.5431919	19.36666963
Cluster_1145	736.5458795	19.58184831
Cluster_1146	736.5440367	19.7597492
Cluster_1147	736.5416431	19.87800071
Cluster_1148	738.1246882	11.56778655
Cluster_1149	738.5031389	17.88721475
Cluster_1150	738.5086953	14.85524888
Cluster_1151	738.6611353	20.52216806
Cluster_1152	740.5237247	15.3671031
Cluster_1153	740.5596688	17.17261848
Cluster_1154	740.6764391	21.03825235
Cluster_1155	742.1200428	11.56880605
Cluster_1156	742.5396765	15.90511161
Cluster_1157	742.5396764	16.19699741
Cluster_1158	742.5387949	13.83490354
Cluster_1159	742.5396742	14.04088805
Cluster_1160	742.5756015	17.30097301
Cluster_1161	742.5759519	17.61018426
Cluster_1162	742.5794489	17.82921481
Cluster_1163	744.5540023	16.70072098
Cluster_1164	744.5552121	16.94542362
Cluster_1165	744.5548746	14.78095998
Cluster_1166	744.5563042	15.04427511
Cluster_1167	744.5557401	17.11871487
Cluster_1168	744.5913506	17.71838612
Cluster_1169	744.5912496	17.94672125
Cluster_1170	744.591129	18.43663513
Cluster_1171	744.5910054	18.61217388
Cluster_1172	744.5937497	19.02108943
Cluster_1173	746.5700636	16.18166969
Cluster_1174	746.5693979	17.43408277
Cluster_1175	746.5697613	17.6211438
Cluster_1176	746.5695341	17.80397998
Cluster_1177	746.5702336	15.72681886
Cluster_1178	746.5706569	15.99270204
Cluster_1179	746.607314	18.19074296
Cluster_1180	746.6066998	18.56711597
Cluster_1181	746.6056635	18.72759589
Cluster_1182	748.570684	18.0221144
Cluster_1183	748.586553	16.81212728
Cluster_1184	749.5487584	19.01597934
Cluster_1185	750.54352	16.57624569
Cluster_1186	750.5419237	17.43707953
Cluster_1187	752.5574351	17.58405251
Cluster_1188	752.5207603	17.88539635
Cluster_1189	752.5569036	18.07438543
Cluster_1190	752.5238989	15.27058025
Cluster_1191	752.5231885	15.47439904
Cluster_1192	752.5241116	13.0852137
Cluster_1193	752.5605451	16.75498769
Cluster_1194	752.5600353	16.98557599
Cluster_1195	752.5597436	17.22978233
Cluster_1196	752.6764737	20.70432294
Cluster_1197	752.746883	22.3322026
Cluster_1198	754.5729504	18.20096692
Cluster_1199	754.5394837	15.75665896
Cluster_1200	754.5394245	15.94669053
Cluster_1201	754.5392056	16.07237635
Cluster_1202	754.5396286	13.694894
Cluster_1203	754.5754307	17.6077352
Cluster_1204	754.5710911	17.15472435
Cluster_1205	754.5748199	17.35724786
Cluster_1206	754.6912214	21.15652437
Cluster_1207	755.0711353	3.254352629
Cluster_1208	756.5555331	14.43091761
Cluster_1209	756.5558314	14.69229704
Cluster_1210	756.5551753	16.38712804
Cluster_1211	756.5550577	16.50786958
Cluster_1212	756.5554425	16.66964678
Cluster_1213	756.5929139	17.48569907
Cluster_1214	756.5928911	17.74064928
Cluster_1215	756.5918527	17.98673127
Cluster_1216	756.5973675	18.15788425
Cluster_1217	757.0697268	3.254650234
Cluster_1218	758.2231246	18.27852285
Cluster_1219	758.5711706	15.38186099
Cluster_1220	758.5709455	15.61246865
Cluster_1221	758.5698574	15.84733557
Cluster_1222	758.5705602	17.1323656
Cluster_1223	758.571011	17.34919601
Cluster_1224	758.605651	18.11194809
Cluster_1225	758.6068483	18.29526986
Cluster_1226	758.6071798	18.77001971
Cluster_1227	758.6513018	10.86511885
Cluster_1228	759.6317267	17.49917376
Cluster_1229	760.2222635	18.27781675
Cluster_1230	760.5861854	16.28093932
Cluster_1231	760.5866003	16.4963136
Cluster_1232	760.5857279	16.72093933
Cluster_1233	760.5867121	17.83774736
Cluster_1234	760.5861448	18.00792937
Cluster_1235	760.5870049	18.17890571
Cluster_1236	762.6019692	17.11447659
Cluster_1237	762.6016373	17.30104273
Cluster_1238	763.6077032	10.86512091
Cluster_1239	764.524688	14.85292595
Cluster_1240	764.5240767	12.73425951
Cluster_1241	764.56023	16.43967098
Cluster_1242	764.5738378	16.72527264
Cluster_1243	764.5713285	16.86141982
Cluster_1244	764.5606647	17.05027654
Cluster_1245	764.6770055	20.5282216
Cluster_1246	766.539473	13.35286225
Cluster_1247	766.5387221	13.59694352
Cluster_1248	766.539306	13.85006889
Cluster_1249	766.5399003	15.35549055
Cluster_1250	766.5576581	15.65886479
Cluster_1251	766.5392199	16.04990756
Cluster_1252	766.5375042	16.69794181
Cluster_1253	766.6917516	21.01537312
Cluster_1254	768.5402443	1.685600691
Cluster_1255	768.5557772	14.1700551
Cluster_1256	768.5543647	16.1693082
Cluster_1257	768.555568	14.36573926
Cluster_1258	768.5560195	14.55878169
Cluster_1259	768.5555657	16.48140255
Cluster_1260	768.7066519	21.28107155
Cluster_1261	768.7085432	21.37732801
Cluster_1262	768.7070851	21.5029853
Cluster_1263	770.5702816	15.02728926
Cluster_1264	770.570632	15.27357105
Cluster_1265	770.5703532	16.82665297
Cluster_1266	770.5719044	17.1462494
Cluster_1267	772.2753305	19.10902562
Cluster_1268	772.5854471	16.18230297
Cluster_1269	772.5429595	16.57615203
Cluster_1270	772.5866103	16.67254892
Cluster_1271	772.5851746	15.95454258
Cluster_1272	772.6028161	17.51077073
Cluster_1273	772.5868033	17.70102749
Cluster_1274	772.6202093	19.01877792
Cluster_1275	773.651946	17.90822278
Cluster_1276	773.6541768	18.09118049
Cluster_1277	774.2744795	19.12400165
Cluster_1278	774.6001789	16.7692871
Cluster_1279	774.6023068	18.37338491
Cluster_1280	775.6284466	17.12201121
Cluster_1281	776.2345405	12.69602392
Cluster_1282	776.2338811	12.82447942
Cluster_1283	776.5610904	16.50320868
Cluster_1284	776.6172287	17.71433668
Cluster_1285	776.6775302	20.36630347
Cluster_1286	776.6762803	20.63089361
Cluster_1287	778.5394318	13.19610341
Cluster_1288	778.5394446	13.49438512
Cluster_1289	778.5400894	15.68937869
Cluster_1290	778.6921857	20.89717347
Cluster_1291	778.6912121	20.65407826
Cluster_1292	779.5809228	10.86531703
Cluster_1293	780.5550592	14.07960871
Cluster_1294	780.555623	14.27269505
Cluster_1295	780.5552845	14.36100151
Cluster_1296	780.554224	14.50998558
Cluster_1297	780.5550621	13.68580429
Cluster_1298	780.555822	13.78745448
Cluster_1299	780.5550399	13.92377708
Cluster_1300	780.5552842	16.56082555
Cluster_1301	780.5622278	16.39164669
Cluster_1302	780.6304845	19.67399758
Cluster_1303	780.7073203	21.14103007
Cluster_1304	780.7062527	21.34651149
Cluster_1305	780.7780137	22.70660379
Cluster_1306	782.5736424	14.63648203
Cluster_1307	782.5709281	14.74001275
Cluster_1308	782.5721952	14.91296885
Cluster_1309	782.5715947	15.05089235
Cluster_1310	782.5712271	15.3684191
Cluster_1311	782.7215958	21.40204893
Cluster_1312	782.7223409	21.60825059
Cluster_1313	782.7224773	21.72641019
Cluster_1314	784.5856624	15.59192386
Cluster_1315	784.5867715	15.92624868
Cluster_1316	784.6225039	17.05396755
Cluster_1317	784.667728	18.82341854
Cluster_1318	786.1995829	6.109372156
Cluster_1319	786.6007073	16.44162087
Cluster_1320	786.6019128	16.7091187
Cluster_1321	786.6017724	16.90455193
Cluster_1322	786.6020814	18.17215703
Cluster_1323	786.6457435	17.87404197
Cluster_1324	786.6379115	17.70975331
Cluster_1325	787.6696194	18.35707095
Cluster_1326	788.617487	17.20810897
Cluster_1327	788.6172701	17.42107711
Cluster_1328	788.6175077	18.71932848
Cluster_1329	788.6769904	20.285692
Cluster_1330	789.6463	17.5733293
Cluster_1331	789.6493899	17.89281379
Cluster_1332	789.6488829	18.07934125
Cluster_1333	790.5400793	12.77510684
Cluster_1334	790.6924304	20.55214132
Cluster_1335	790.6924201	20.75278078
Cluster_1336	792.5557123	13.87226516
Cluster_1337	792.5528236	14.13351861
Cluster_1338	792.555283	14.70535541
Cluster_1339	792.5764318	15.63685206
Cluster_1340	792.5912403	16.2519001
Cluster_1341	792.5885979	15.27067787
Cluster_1342	792.7073945	21.00208488
Cluster_1343	792.7070315	21.22485307
Cluster_1344	794.5701208	14.66597
Cluster_1345	794.5696725	14.9318838
Cluster_1346	794.5699533	15.16349233
Cluster_1347	794.5654448	15.53999569
Cluster_1348	794.571756	14.45189199
Cluster_1349	794.6062426	16.45343549
Cluster_1350	794.5947856	16.67215895
Cluster_1351	794.7222859	21.23996329
Cluster_1352	794.7221572	21.47272261
Cluster_1353	795.5710323	16.14533518
Cluster_1354	795.6299177	19.97455
Cluster_1355	796.5903201	15.29830792
Cluster_1356	796.5865556	15.43743284
Cluster_1357	796.586323	15.63781699
Cluster_1358	796.5869085	15.77181186
Cluster_1359	796.5863247	15.9843318
Cluster_1360	796.6971026	19.86906705
Cluster_1361	796.7372943	21.72271573
Cluster_1362	796.7367714	21.93072257
Cluster_1363	798.5899113	10.59110261
Cluster_1364	798.6015228	16.08938337
Cluster_1365	798.6012851	16.22138713
Cluster_1366	798.6013848	16.41477387
Cluster_1367	800.5239165	11.50983514
Cluster_1368	800.6174925	16.895346
Cluster_1369	800.6161222	17.14109383
Cluster_1370	800.6613258	18.24911424
Cluster_1371	800.6171883	18.530018
Cluster_1372	801.6854998	18.73559079
Cluster_1373	802.5394938	12.40886971
Cluster_1374	802.5396068	12.61360881
Cluster_1375	802.6326317	17.64088645
Cluster_1376	802.6329315	19.04267611
Cluster_1377	802.6927093	20.42051414
Cluster_1378	803.5451109	10.59207259
Cluster_1379	803.6572615	17.8167638
Cluster_1380	803.6640089	18.00524509
Cluster_1381	804.5553645	13.07246519
Cluster_1382	804.5554104	13.24082804
Cluster_1383	804.5548571	13.46039882
Cluster_1384	804.7073574	20.6775366
Cluster_1385	804.7079154	20.86041533
Cluster_1386	804.7074521	21.10387346
Cluster_1387	806.5700335	14.05663454
Cluster_1388	806.5691954	14.51019819
Cluster_1389	806.5724593	15.0728239
Cluster_1390	806.5700954	15.31610876
Cluster_1391	806.5699339	15.57615584
Cluster_1392	806.6070882	16.11994136
Cluster_1393	806.7224227	21.12000843
Cluster_1394	806.7216415	21.33897596
Cluster_1395	807.6595031	17.19974628
Cluster_1396	808.5846983	15.03198821
Cluster_1397	808.587329	15.35067384
Cluster_1398	808.5861517	15.7433256
Cluster_1399	808.5851555	16.43544073
Cluster_1400	808.6178107	16.56116992
Cluster_1401	808.62814	17.87087801
Cluster_1402	808.7362514	21.57898748
Cluster_1403	808.7368786	21.79361293
Cluster_1404	808.806305	23.0567045
