headgroup	name	exactmass	formula	chain_type
TG	TG O-73:2;O3	1187.10177	C76H146O8	odd
TG	TG O-73:3	1137.101375	C76H144O5	odd
TG	TG O-73:3;O	1153.09629	C76H144O6	odd
TG	TG O-73:3;O2	1169.091205	C76H144O7	odd
TG	TG O-73:3;O3	1185.08612	C76H144O8	odd
TG	TG O-73:4	1135.085725	C76H142O5	odd
TG	TG O-73:4;O	1151.08064	C76H142O6	odd
TG	TG O-73:4;O2	1167.075555	C76H142O7	odd
TG	TG O-73:4;O3	1183.07047	C76H142O8	odd
TG	TG O-73:5	1133.070075	C76H140O5	odd
TG	TG O-73:5;O	1149.06499	C76H140O6	odd
TG	TG O-73:5;O2	1165.059905	C76H140O7	odd
TG	TG O-73:5;O3	1181.05482	C76H140O8	odd
TG	TG O-73:6	1131.054425	C76H138O5	odd
TG	TG O-73:6;O	1147.04934	C76H138O6	odd
TG	TG O-73:6;O2	1163.044255	C76H138O7	odd
TG	TG O-73:6;O3	1179.03917	C76H138O8	odd
TG	TG O-73:7	1129.038775	C76H136O5	odd
TG	TG O-73:7;O	1145.03369	C76H136O6	odd
TG	TG O-73:7;O2	1161.028605	C76H136O7	odd
TG	TG O-73:7;O3	1177.02352	C76H136O8	odd
TG	TG O-73:8	1127.023125	C76H134O5	odd
TG	TG O-73:8;O	1143.01804	C76H134O6	odd
TG	TG O-73:8;O2	1159.012955	C76H134O7	odd
TG	TG O-73:8;O3	1175.00787	C76H134O8	odd
TG	TG O-73:9	1125.007475	C76H132O5	odd
TG	TG O-73:9;O	1141.00239	C76H132O6	odd
TG	TG O-73:9;O2	1156.997305	C76H132O7	odd
TG	TG O-73:9;O3	1172.99222	C76H132O8	odd
TG	TG O-73:10	1122.991825	C76H130O5	odd
TG	TG O-73:10;O	1138.98674	C76H130O6	odd
TG	TG O-73:10;O2	1154.981655	C76H130O7	odd
TG	TG O-73:10;O3	1170.97657	C76H130O8	odd
TG	TG O-73:11	1120.976175	C76H128O5	odd
TG	TG O-73:11;O	1136.97109	C76H128O6	odd
TG	TG O-73:11;O2	1152.966005	C76H128O7	odd
TG	TG O-73:11;O3	1168.96092	C76H128O8	odd
TG	TG O-73:12	1118.960525	C76H126O5	odd
TG	TG O-73:12;O	1134.95544	C76H126O6	odd
TG	TG O-73:12;O2	1150.950355	C76H126O7	odd
TG	TG O-73:12;O3	1166.94527	C76H126O8	odd
TG	TG O-73:13	1116.944875	C76H124O5	odd
TG	TG O-73:13;O	1132.93979	C76H124O6	odd
TG	TG O-73:13;O2	1148.934705	C76H124O7	odd
TG	TG O-73:13;O3	1164.92962	C76H124O8	odd
TG	TG O-73:14	1114.929225	C76H122O5	odd
TG	TG O-73:14;O	1130.92414	C76H122O6	odd
TG	TG O-73:14;O2	1146.919055	C76H122O7	odd
TG	TG O-73:14;O3	1162.91397	C76H122O8	odd
TG	TG O-73:15	1112.913575	C76H120O5	odd
TG	TG O-73:15;O	1128.90849	C76H120O6	odd
TG	TG O-73:15;O2	1144.903405	C76H120O7	odd
TG	TG O-73:15;O3	1160.89832	C76H120O8	odd
TG	TG O-73:16	1110.897925	C76H118O5	odd
TG	TG O-73:16;O	1126.89284	C76H118O6	odd
TG	TG O-73:16;O2	1142.887755	C76H118O7	odd
TG	TG O-73:16;O3	1158.88267	C76H118O8	odd
TG	TG O-73:17	1108.882275	C76H116O5	odd
TG	TG O-73:17;O	1124.87719	C76H116O6	odd
TG	TG O-73:17;O2	1140.872105	C76H116O7	odd
TG	TG O-73:17;O3	1156.86702	C76H116O8	odd
TG	TG O-73:18	1106.866625	C76H114O5	odd
TG	TG O-73:18;O	1122.86154	C76H114O6	odd
TG	TG O-73:18;O2	1138.856455	C76H114O7	odd
TG	TG O-73:18;O3	1154.85137	C76H114O8	odd
TG	TG O-73:19	1104.850975	C76H112O5	odd
TG	TG O-73:19;O	1120.84589	C76H112O6	odd
TG	TG O-73:19;O2	1136.840805	C76H112O7	odd
TG	TG O-73:19;O3	1152.83572	C76H112O8	odd
TG	TG O-73:20	1102.835325	C76H110O5	odd
TG	TG O-73:20;O	1118.83024	C76H110O6	odd
TG	TG O-73:20;O2	1134.825155	C76H110O7	odd
TG	TG O-73:20;O3	1150.82007	C76H110O8	odd
TG	TG O-74:0	1157.163975	C77H152O5	even
TG	TG O-74:0;O	1173.15889	C77H152O6	even
TG	TG O-74:0;O2	1189.153805	C77H152O7	even
TG	TG O-74:0;O3	1205.14872	C77H152O8	even
TG	TG O-74:1	1155.148325	C77H150O5	even
TG	TG O-74:1;O	1171.14324	C77H150O6	even
TG	TG O-74:1;O2	1187.138155	C77H150O7	even
TG	TG O-74:1;O3	1203.13307	C77H150O8	even
TG	TG O-74:2	1153.132675	C77H148O5	even
TG	TG O-74:2;O	1169.12759	C77H148O6	even
TG	TG O-74:2;O2	1185.122505	C77H148O7	even
TG	TG O-74:2;O3	1201.11742	C77H148O8	even
TG	TG O-74:3	1151.117025	C77H146O5	even
TG	TG O-74:3;O	1167.11194	C77H146O6	even
TG	TG O-74:3;O2	1183.106855	C77H146O7	even
TG	TG O-74:3;O3	1199.10177	C77H146O8	even
TG	TG O-74:4	1149.101375	C77H144O5	even
TG	TG O-74:4;O	1165.09629	C77H144O6	even
TG	TG O-74:4;O2	1181.091205	C77H144O7	even
TG	TG O-74:4;O3	1197.08612	C77H144O8	even
TG	TG O-74:5	1147.085725	C77H142O5	even
TG	TG O-74:5;O	1163.08064	C77H142O6	even
TG	TG O-74:5;O2	1179.075555	C77H142O7	even
TG	TG O-74:5;O3	1195.07047	C77H142O8	even
TG	TG O-74:6	1145.070075	C77H140O5	even
TG	TG O-74:6;O	1161.06499	C77H140O6	even
TG	TG O-74:6;O2	1177.059905	C77H140O7	even
TG	TG O-74:6;O3	1193.05482	C77H140O8	even
TG	TG O-74:7	1143.054425	C77H138O5	even
TG	TG O-74:7;O	1159.04934	C77H138O6	even
TG	TG O-74:7;O2	1175.044255	C77H138O7	even
TG	TG O-74:7;O3	1191.03917	C77H138O8	even
TG	TG O-74:8	1141.038775	C77H136O5	even
TG	TG O-74:8;O	1157.03369	C77H136O6	even
TG	TG O-74:8;O2	1173.028605	C77H136O7	even
TG	TG O-74:8;O3	1189.02352	C77H136O8	even
TG	TG O-74:9	1139.023125	C77H134O5	even
TG	TG O-74:9;O	1155.01804	C77H134O6	even
TG	TG O-74:9;O2	1171.012955	C77H134O7	even
TG	TG O-74:9;O3	1187.00787	C77H134O8	even
TG	TG O-74:10	1137.007475	C77H132O5	even
TG	TG O-74:10;O	1153.00239	C77H132O6	even
TG	TG O-74:10;O2	1168.997305	C77H132O7	even
TG	TG O-74:10;O3	1184.99222	C77H132O8	even
TG	TG O-74:11	1134.991825	C77H130O5	even
TG	TG O-74:11;O	1150.98674	C77H130O6	even
TG	TG O-74:11;O2	1166.981655	C77H130O7	even
TG	TG O-74:11;O3	1182.97657	C77H130O8	even
TG	TG O-74:12	1132.976175	C77H128O5	even
TG	TG O-74:12;O	1148.97109	C77H128O6	even
TG	TG O-74:12;O2	1164.966005	C77H128O7	even
TG	TG O-74:12;O3	1180.96092	C77H128O8	even
TG	TG O-74:13	1130.960525	C77H126O5	even
TG	TG O-74:13;O	1146.95544	C77H126O6	even
TG	TG O-74:13;O2	1162.950355	C77H126O7	even
TG	TG O-74:13;O3	1178.94527	C77H126O8	even
TG	TG O-74:14	1128.944875	C77H124O5	even
TG	TG O-74:14;O	1144.93979	C77H124O6	even
TG	TG O-74:14;O2	1160.934705	C77H124O7	even
TG	TG O-74:14;O3	1176.92962	C77H124O8	even
TG	TG O-74:15	1126.929225	C77H122O5	even
TG	TG O-74:15;O	1142.92414	C77H122O6	even
TG	TG O-74:15;O2	1158.919055	C77H122O7	even
TG	TG O-74:15;O3	1174.91397	C77H122O8	even
TG	TG O-74:16	1124.913575	C77H120O5	even
TG	TG O-77:7	1185.101375	C80H144O5	odd
TG	TG O-74:16;O	1140.90849	C77H120O6	even
TG	TG O-74:16;O2	1156.903405	C77H120O7	even
TG	TG O-74:16;O3	1172.89832	C77H120O8	even
TG	TG O-74:17	1122.897925	C77H118O5	even
TG	TG O-74:17;O	1138.89284	C77H118O6	even
TG	TG O-74:17;O2	1154.887755	C77H118O7	even
TG	TG O-74:17;O3	1170.88267	C77H118O8	even
TG	TG O-74:18	1120.882275	C77H116O5	even
TG	TG O-74:18;O	1136.87719	C77H116O6	even
TG	TG O-74:18;O2	1152.872105	C77H116O7	even
TG	TG O-74:18;O3	1168.86702	C77H116O8	even
TG	TG O-74:19	1118.866625	C77H114O5	even
TG	TG O-74:19;O	1134.86154	C77H114O6	even
TG	TG O-74:19;O2	1150.856455	C77H114O7	even
TG	TG O-74:19;O3	1166.85137	C77H114O8	even
TG	TG O-74:20	1116.850975	C77H112O5	even
TG	TG O-74:20;O	1132.84589	C77H112O6	even
TG	TG O-74:20;O2	1148.840805	C77H112O7	even
TG	TG O-74:20;O3	1164.83572	C77H112O8	even
TG	TG O-74:21	1114.835325	C77H110O5	even
TG	TG O-74:21;O	1130.83024	C77H110O6	even
TG	TG O-74:21;O2	1146.825155	C77H110O7	even
TG	TG O-74:21;O3	1162.82007	C77H110O8	even
TG	TG O-75:0	1171.179625	C78H154O5	odd
TG	TG O-75:0;O	1187.17454	C78H154O6	odd
TG	TG O-75:0;O2	1203.169455	C78H154O7	odd
TG	TG O-75:0;O3	1219.16437	C78H154O8	odd
TG	TG O-75:1	1169.163975	C78H152O5	odd
TG	TG O-75:1;O	1185.15889	C78H152O6	odd
TG	TG O-75:1;O2	1201.153805	C78H152O7	odd
TG	TG O-75:1;O3	1217.14872	C78H152O8	odd
TG	TG O-75:2	1167.148325	C78H150O5	odd
TG	TG O-75:2;O	1183.14324	C78H150O6	odd
TG	TG O-75:2;O2	1199.138155	C78H150O7	odd
TG	TG O-75:2;O3	1215.13307	C78H150O8	odd
TG	TG O-75:3	1165.132675	C78H148O5	odd
TG	TG O-75:3;O	1181.12759	C78H148O6	odd
TG	TG O-75:3;O2	1197.122505	C78H148O7	odd
TG	TG O-75:3;O3	1213.11742	C78H148O8	odd
TG	TG O-75:4	1163.117025	C78H146O5	odd
TG	TG O-75:4;O	1179.11194	C78H146O6	odd
TG	TG O-75:4;O2	1195.106855	C78H146O7	odd
TG	TG O-75:4;O3	1211.10177	C78H146O8	odd
TG	TG O-75:5	1161.101375	C78H144O5	odd
TG	TG O-75:5;O	1177.09629	C78H144O6	odd
TG	TG O-75:5;O2	1193.091205	C78H144O7	odd
TG	TG O-75:5;O3	1209.08612	C78H144O8	odd
TG	TG O-75:6	1159.085725	C78H142O5	odd
TG	TG O-75:6;O	1175.08064	C78H142O6	odd
TG	TG O-75:6;O2	1191.075555	C78H142O7	odd
TG	TG O-75:6;O3	1207.07047	C78H142O8	odd
TG	TG O-75:7	1157.070075	C78H140O5	odd
TG	TG O-75:7;O	1173.06499	C78H140O6	odd
TG	TG O-75:7;O2	1189.059905	C78H140O7	odd
TG	TG O-75:7;O3	1205.05482	C78H140O8	odd
TG	TG O-75:8	1155.054425	C78H138O5	odd
TG	TG O-75:8;O	1171.04934	C78H138O6	odd
TG	TG O-75:8;O2	1187.044255	C78H138O7	odd
TG	TG O-75:8;O3	1203.03917	C78H138O8	odd
TG	TG O-75:9	1153.038775	C78H136O5	odd
TG	TG O-75:9;O	1169.03369	C78H136O6	odd
TG	TG O-75:9;O2	1185.028605	C78H136O7	odd
TG	TG O-75:9;O3	1201.02352	C78H136O8	odd
TG	TG O-75:10	1151.023125	C78H134O5	odd
TG	TG O-75:10;O	1167.01804	C78H134O6	odd
TG	TG O-75:10;O2	1183.012955	C78H134O7	odd
TG	TG O-75:10;O3	1199.00787	C78H134O8	odd
TG	TG O-75:11	1149.007475	C78H132O5	odd
TG	TG O-75:11;O	1165.00239	C78H132O6	odd
TG	TG O-75:11;O2	1180.997305	C78H132O7	odd
TG	TG O-75:11;O3	1196.99222	C78H132O8	odd
TG	TG O-75:12	1146.991825	C78H130O5	odd
TG	TG O-75:12;O	1162.98674	C78H130O6	odd
TG	TG O-75:12;O2	1178.981655	C78H130O7	odd
TG	TG O-75:12;O3	1194.97657	C78H130O8	odd
TG	TG O-75:13	1144.976175	C78H128O5	odd
TG	TG O-75:13;O	1160.97109	C78H128O6	odd
TG	TG O-75:13;O2	1176.966005	C78H128O7	odd
TG	TG O-75:13;O3	1192.96092	C78H128O8	odd
TG	TG O-75:14	1142.960525	C78H126O5	odd
TG	TG O-75:14;O	1158.95544	C78H126O6	odd
TG	TG O-75:14;O2	1174.950355	C78H126O7	odd
TG	TG O-75:14;O3	1190.94527	C78H126O8	odd
TG	TG O-75:15	1140.944875	C78H124O5	odd
TG	TG O-75:15;O	1156.93979	C78H124O6	odd
TG	TG O-75:15;O2	1172.934705	C78H124O7	odd
TG	TG O-75:15;O3	1188.92962	C78H124O8	odd
TG	TG O-75:16	1138.929225	C78H122O5	odd
TG	TG O-75:16;O	1154.92414	C78H122O6	odd
TG	TG O-75:16;O2	1170.919055	C78H122O7	odd
TG	TG O-75:16;O3	1186.91397	C78H122O8	odd
TG	TG O-75:17	1136.913575	C78H120O5	odd
TG	TG O-75:17;O	1152.90849	C78H120O6	odd
TG	TG O-75:17;O2	1168.903405	C78H120O7	odd
TG	TG O-75:17;O3	1184.89832	C78H120O8	odd
TG	TG O-75:18	1134.897925	C78H118O5	odd
TG	TG O-75:18;O	1150.89284	C78H118O6	odd
TG	TG O-75:18;O2	1166.887755	C78H118O7	odd
TG	TG O-75:18;O3	1182.88267	C78H118O8	odd
TG	TG O-75:19	1132.882275	C78H116O5	odd
TG	TG O-75:19;O	1148.87719	C78H116O6	odd
TG	TG O-75:19;O2	1164.872105	C78H116O7	odd
TG	TG O-75:19;O3	1180.86702	C78H116O8	odd
TG	TG O-75:20	1130.866625	C78H114O5	odd
TG	TG O-75:20;O	1146.86154	C78H114O6	odd
TG	TG O-75:20;O2	1162.856455	C78H114O7	odd
TG	TG O-75:20;O3	1178.85137	C78H114O8	odd
TG	TG O-75:21	1128.850975	C78H112O5	odd
TG	TG O-75:21;O	1144.84589	C78H112O6	odd
TG	TG O-75:21;O2	1160.840805	C78H112O7	odd
TG	TG O-75:21;O3	1176.83572	C78H112O8	odd
TG	TG O-76:0	1185.195275	C79H156O5	even
TG	TG O-76:0;O	1201.19019	C79H156O6	even
TG	TG O-76:0;O2	1217.185105	C79H156O7	even
TG	TG O-77:7;O	1201.09629	C80H144O6	odd
TG	TG O-76:0;O3	1233.18002	C79H156O8	even
TG	TG O-76:1	1183.179625	C79H154O5	even
TG	TG O-76:1;O	1199.17454	C79H154O6	even
TG	TG O-76:1;O2	1215.169455	C79H154O7	even
TG	TG O-76:1;O3	1231.16437	C79H154O8	even
TG	TG O-76:2	1181.163975	C79H152O5	even
TG	TG O-76:2;O	1197.15889	C79H152O6	even
TG	TG O-76:2;O2	1213.153805	C79H152O7	even
TG	TG O-76:2;O3	1229.14872	C79H152O8	even
TG	TG O-76:3	1179.148325	C79H150O5	even
TG	TG O-76:3;O	1195.14324	C79H150O6	even
TG	TG O-76:3;O2	1211.138155	C79H150O7	even
TG	TG O-76:3;O3	1227.13307	C79H150O8	even
TG	TG O-76:4	1177.132675	C79H148O5	even
TG	TG O-76:4;O	1193.12759	C79H148O6	even
TG	TG O-76:4;O2	1209.122505	C79H148O7	even
TG	TG O-76:4;O3	1225.11742	C79H148O8	even
TG	TG O-76:5	1175.117025	C79H146O5	even
TG	TG O-76:5;O	1191.11194	C79H146O6	even
TG	TG O-76:5;O2	1207.106855	C79H146O7	even
TG	TG O-76:5;O3	1223.10177	C79H146O8	even
TG	TG O-76:6	1173.101375	C79H144O5	even
TG	TG O-76:6;O	1189.09629	C79H144O6	even
TG	TG O-76:6;O2	1205.091205	C79H144O7	even
TG	TG O-76:6;O3	1221.08612	C79H144O8	even
TG	TG O-76:7	1171.085725	C79H142O5	even
TG	TG O-76:7;O	1187.08064	C79H142O6	even
TG	TG O-76:7;O2	1203.075555	C79H142O7	even
TG	TG O-76:7;O3	1219.07047	C79H142O8	even
TG	TG O-76:8	1169.070075	C79H140O5	even
TG	TG O-76:8;O	1185.06499	C79H140O6	even
TG	TG O-76:8;O2	1201.059905	C79H140O7	even
TG	TG O-76:8;O3	1217.05482	C79H140O8	even
TG	TG O-76:9	1167.054425	C79H138O5	even
TG	TG O-76:9;O	1183.04934	C79H138O6	even
TG	TG O-76:9;O2	1199.044255	C79H138O7	even
TG	TG O-76:9;O3	1215.03917	C79H138O8	even
TG	TG O-76:10	1165.038775	C79H136O5	even
TG	TG O-76:10;O	1181.03369	C79H136O6	even
TG	TG O-76:10;O2	1197.028605	C79H136O7	even
TG	TG O-76:10;O3	1213.02352	C79H136O8	even
TG	TG O-76:11	1163.023125	C79H134O5	even
TG	TG O-76:11;O	1179.01804	C79H134O6	even
TG	TG O-76:11;O2	1195.012955	C79H134O7	even
TG	TG O-76:11;O3	1211.00787	C79H134O8	even
TG	TG O-76:12	1161.007475	C79H132O5	even
TG	TG O-76:12;O	1177.00239	C79H132O6	even
TG	TG O-76:12;O2	1192.997305	C79H132O7	even
TG	TG O-76:12;O3	1208.99222	C79H132O8	even
TG	TG O-76:13	1158.991825	C79H130O5	even
TG	TG O-76:13;O	1174.98674	C79H130O6	even
TG	TG O-76:13;O2	1190.981655	C79H130O7	even
TG	TG O-76:13;O3	1206.97657	C79H130O8	even
TG	TG O-76:14	1156.976175	C79H128O5	even
TG	TG O-76:14;O	1172.97109	C79H128O6	even
TG	TG O-76:14;O2	1188.966005	C79H128O7	even
TG	TG O-76:14;O3	1204.96092	C79H128O8	even
TG	TG O-76:15	1154.960525	C79H126O5	even
TG	TG O-76:15;O	1170.95544	C79H126O6	even
TG	TG O-76:15;O2	1186.950355	C79H126O7	even
TG	TG O-76:15;O3	1202.94527	C79H126O8	even
TG	TG O-76:16	1152.944875	C79H124O5	even
TG	TG O-76:16;O	1168.93979	C79H124O6	even
TG	TG O-76:16;O2	1184.934705	C79H124O7	even
TG	TG O-76:16;O3	1200.92962	C79H124O8	even
TG	TG O-76:17	1150.929225	C79H122O5	even
TG	TG O-76:17;O	1166.92414	C79H122O6	even
TG	TG O-76:17;O2	1182.919055	C79H122O7	even
TG	TG O-76:17;O3	1198.91397	C79H122O8	even
TG	TG O-76:18	1148.913575	C79H120O5	even
TG	TG O-76:18;O	1164.90849	C79H120O6	even
TG	TG O-76:18;O2	1180.903405	C79H120O7	even
TG	TG O-76:18;O3	1196.89832	C79H120O8	even
TG	TG O-76:19	1146.897925	C79H118O5	even
TG	TG O-76:19;O	1162.89284	C79H118O6	even
TG	TG O-76:19;O2	1178.887755	C79H118O7	even
TG	TG O-76:19;O3	1194.88267	C79H118O8	even
TG	TG O-76:20	1144.882275	C79H116O5	even
TG	TG O-76:20;O	1160.87719	C79H116O6	even
TG	TG O-76:20;O2	1176.872105	C79H116O7	even
TG	TG O-76:20;O3	1192.86702	C79H116O8	even
TG	TG O-76:21	1142.866625	C79H114O5	even
TG	TG O-76:21;O	1158.86154	C79H114O6	even
TG	TG O-76:21;O2	1174.856455	C79H114O7	even
TG	TG O-76:21;O3	1190.85137	C79H114O8	even
TG	TG O-77:0	1199.210925	C80H158O5	odd
TG	TG O-77:0;O	1215.20584	C80H158O6	odd
TG	TG O-77:0;O2	1231.200755	C80H158O7	odd
TG	TG O-77:0;O3	1247.19567	C80H158O8	odd
TG	TG O-77:1	1197.195275	C80H156O5	odd
TG	TG O-77:1;O	1213.19019	C80H156O6	odd
TG	TG O-77:1;O2	1229.185105	C80H156O7	odd
TG	TG O-77:1;O3	1245.18002	C80H156O8	odd
TG	TG O-77:2	1195.179625	C80H154O5	odd
TG	TG O-77:2;O	1211.17454	C80H154O6	odd
TG	TG O-77:2;O2	1227.169455	C80H154O7	odd
TG	TG O-77:2;O3	1243.16437	C80H154O8	odd
TG	TG O-77:3	1193.163975	C80H152O5	odd
TG	TG O-77:3;O	1209.15889	C80H152O6	odd
TG	TG O-77:3;O2	1225.153805	C80H152O7	odd
TG	TG O-77:3;O3	1241.14872	C80H152O8	odd
TG	TG O-77:4	1191.148325	C80H150O5	odd
TG	TG O-77:4;O	1207.14324	C80H150O6	odd
TG	TG O-77:4;O2	1223.138155	C80H150O7	odd
TG	TG O-77:4;O3	1239.13307	C80H150O8	odd
TG	TG O-77:5	1189.132675	C80H148O5	odd
TG	TG O-77:5;O	1205.12759	C80H148O6	odd
TG	TG O-77:5;O2	1221.122505	C80H148O7	odd
TG	TG O-77:5;O3	1237.11742	C80H148O8	odd
TG	TG O-77:6	1187.117025	C80H146O5	odd
TG	TG O-77:6;O	1203.11194	C80H146O6	odd
TG	TG O-77:6;O2	1219.106855	C80H146O7	odd
TG	TG O-77:6;O3	1235.10177	C80H146O8	odd
TG	TG O-77:7;O2	1217.091205	C80H144O7	odd
TG	TG O-77:7;O3	1233.08612	C80H144O8	odd
TG	TG O-77:8	1183.085725	C80H142O5	odd
TG	TG O-77:8;O	1199.08064	C80H142O6	odd
TG	TG O-77:8;O2	1215.075555	C80H142O7	odd
TG	TG O-77:8;O3	1231.07047	C80H142O8	odd
TG	TG O-77:9	1181.070075	C80H140O5	odd
TG	TG O-77:9;O	1197.06499	C80H140O6	odd
TG	TG O-77:9;O2	1213.059905	C80H140O7	odd
TG	TG O-77:9;O3	1229.05482	C80H140O8	odd
TG	TG O-77:10	1179.054425	C80H138O5	odd
TG	TG O-77:10;O	1195.04934	C80H138O6	odd
TG	TG O-77:10;O2	1211.044255	C80H138O7	odd
TG	TG O-77:10;O3	1227.03917	C80H138O8	odd
TG	TG O-77:11	1177.038775	C80H136O5	odd
TG	TG O-77:11;O	1193.03369	C80H136O6	odd
TG	TG O-77:11;O2	1209.028605	C80H136O7	odd
TG	TG O-77:11;O3	1225.02352	C80H136O8	odd
TG	TG O-77:12	1175.023125	C80H134O5	odd
TG	TG O-77:12;O	1191.01804	C80H134O6	odd
TG	TG O-77:12;O2	1207.012955	C80H134O7	odd
TG	TG O-77:12;O3	1223.00787	C80H134O8	odd
TG	TG O-77:13	1173.007475	C80H132O5	odd
TG	TG O-77:13;O	1189.00239	C80H132O6	odd
TG	TG O-77:13;O2	1204.997305	C80H132O7	odd
TG	TG O-77:13;O3	1220.99222	C80H132O8	odd
TG	TG O-77:14	1170.991825	C80H130O5	odd
TG	TG O-77:14;O	1186.98674	C80H130O6	odd
TG	TG O-77:14;O2	1202.981655	C80H130O7	odd
TG	TG O-77:14;O3	1218.97657	C80H130O8	odd
TG	TG O-77:15	1168.976175	C80H128O5	odd
TG	TG O-77:15;O	1184.97109	C80H128O6	odd
TG	TG O-77:15;O2	1200.966005	C80H128O7	odd
TG	TG O-77:15;O3	1216.96092	C80H128O8	odd
TG	TG O-77:16	1166.960525	C80H126O5	odd
TG	TG O-77:16;O	1182.95544	C80H126O6	odd
TG	TG O-77:16;O2	1198.950355	C80H126O7	odd
TG	TG O-77:16;O3	1214.94527	C80H126O8	odd
TG	TG O-77:17	1164.944875	C80H124O5	odd
TG	TG O-77:17;O	1180.93979	C80H124O6	odd
TG	TG O-77:17;O2	1196.934705	C80H124O7	odd
TG	TG O-77:17;O3	1212.92962	C80H124O8	odd
TG	TG O-77:18	1162.929225	C80H122O5	odd
TG	TG O-77:18;O	1178.92414	C80H122O6	odd
TG	TG O-77:18;O2	1194.919055	C80H122O7	odd
TG	TG O-77:18;O3	1210.91397	C80H122O8	odd
TG	TG O-77:19	1160.913575	C80H120O5	odd
TG	TG O-77:19;O	1176.90849	C80H120O6	odd
TG	TG O-77:19;O2	1192.903405	C80H120O7	odd
TG	TG O-77:19;O3	1208.89832	C80H120O8	odd
TG	TG O-77:20	1158.897925	C80H118O5	odd
TG	TG O-77:20;O	1174.89284	C80H118O6	odd
TG	TG O-77:20;O2	1190.887755	C80H118O7	odd
TG	TG O-77:20;O3	1206.88267	C80H118O8	odd
TG	TG O-77:21	1156.882275	C80H116O5	odd
TG	TG O-77:21;O	1172.87719	C80H116O6	odd
TG	TG O-77:21;O2	1188.872105	C80H116O7	odd
TG	TG O-77:21;O3	1204.86702	C80H116O8	odd
TG	TG O-78:0	1213.226575	C81H160O5	even
TG	TG O-78:0;O	1229.22149	C81H160O6	even
TG	TG O-78:0;O2	1245.216405	C81H160O7	even
TG	TG O-78:0;O3	1261.21132	C81H160O8	even
TG	TG O-78:1	1211.210925	C81H158O5	even
TG	TG O-78:1;O	1227.20584	C81H158O6	even
TG	TG O-78:1;O2	1243.200755	C81H158O7	even
TG	TG O-78:1;O3	1259.19567	C81H158O8	even
TG	TG O-78:2	1209.195275	C81H156O5	even
TG	TG O-78:2;O	1225.19019	C81H156O6	even
TG	TG O-78:2;O2	1241.185105	C81H156O7	even
TG	TG O-78:2;O3	1257.18002	C81H156O8	even
TG	TG O-78:3	1207.179625	C81H154O5	even
TG	TG O-78:3;O	1223.17454	C81H154O6	even
TG	TG O-78:3;O2	1239.169455	C81H154O7	even
TG	TG O-78:3;O3	1255.16437	C81H154O8	even
TG	TG O-78:4	1205.163975	C81H152O5	even
TG	TG O-78:4;O	1221.15889	C81H152O6	even
TG	TG O-78:4;O2	1237.153805	C81H152O7	even
TG	TG O-78:4;O3	1253.14872	C81H152O8	even
TG	TG O-78:5	1203.148325	C81H150O5	even
TG	TG O-78:5;O	1219.14324	C81H150O6	even
TG	TG O-78:5;O2	1235.138155	C81H150O7	even
TG	TG O-78:5;O3	1251.13307	C81H150O8	even
TG	TG O-78:6	1201.132675	C81H148O5	even
TG	TG O-78:6;O	1217.12759	C81H148O6	even
TG	TG O-78:6;O2	1233.122505	C81H148O7	even
TG	TG O-78:6;O3	1249.11742	C81H148O8	even
TG	TG O-78:7	1199.117025	C81H146O5	even
TG	TG O-78:7;O	1215.11194	C81H146O6	even
TG	TG O-78:7;O2	1231.106855	C81H146O7	even
TG	TG O-78:7;O3	1247.10177	C81H146O8	even
TG	TG O-78:8	1197.101375	C81H144O5	even
TG	TG O-78:8;O	1213.09629	C81H144O6	even
TG	TG O-78:8;O2	1229.091205	C81H144O7	even
TG	TG O-78:8;O3	1245.08612	C81H144O8	even
TG	TG O-78:9	1195.085725	C81H142O5	even
TG	TG O-78:9;O	1211.08064	C81H142O6	even
TG	TG O-78:9;O2	1227.075555	C81H142O7	even
TG	TG O-78:9;O3	1243.07047	C81H142O8	even
TG	TG O-78:10	1193.070075	C81H140O5	even
TG	TG O-78:10;O	1209.06499	C81H140O6	even
TG	TG O-78:10;O2	1225.059905	C81H140O7	even
TG	TG O-78:10;O3	1241.05482	C81H140O8	even
TG	TG O-78:11	1191.054425	C81H138O5	even
TG	TG O-78:11;O	1207.04934	C81H138O6	even
TG	TG O-78:11;O2	1223.044255	C81H138O7	even
TG	TG O-78:11;O3	1239.03917	C81H138O8	even
TG	TG O-78:12	1189.038775	C81H136O5	even
TG	TG O-78:12;O	1205.03369	C81H136O6	even
TG	TG O-78:12;O2	1221.028605	C81H136O7	even
TG	TG O-78:12;O3	1237.02352	C81H136O8	even
TG	TG O-78:13	1187.023125	C81H134O5	even
TG	TG O-78:13;O	1203.01804	C81H134O6	even
TG	TG O-78:13;O2	1219.012955	C81H134O7	even
TG	TG O-78:13;O3	1235.00787	C81H134O8	even
TG	TG O-78:14	1185.007475	C81H132O5	even
TG	TG O-78:14;O	1201.00239	C81H132O6	even
TG	TG O-78:14;O2	1216.997305	C81H132O7	even
TG	TG O-78:14;O3	1232.99222	C81H132O8	even
TG	TG O-78:15	1182.991825	C81H130O5	even
TG	TG O-78:15;O	1198.98674	C81H130O6	even
TG	TG O-78:15;O2	1214.981655	C81H130O7	even
TG	TG O-78:15;O3	1230.97657	C81H130O8	even
TG	TG O-78:16	1180.976175	C81H128O5	even
